"Name","ID","Latitude","Longitude","Elevation"
"432_1",249,52.2455590777827,-68.6022932315565,619
"432_1",250,51.9141109997986,-68.4611754166679,462
"432_1",251,51.643049725538,-69.0319364011908,553
"432_1",252,51.3989169279648,-68.6078929801912,639
"432_1",253,51.3485502589921,-69.0026344249606,472
"432_1",254,51.4885999184021,-69.7032342556505,546
"432_1",255,51.1743370303054,-68.7808578937083,507
"432_1",256,51.2235904525715,-69.2340861893595,455
"432_1",257,51.422265146989,-70.1090506375715,660
"432_1",258,51.1551811509265,-69.2180292057155,537
"432_2",259,52.8497863951973,-66.8486966392459,556
"432_2",260,52.6280187277009,-66.5701094441783,528
"432_2",261,52.4539191972884,-68.3256234025647,735
"432_2",262,52.3364703250882,-68.0248010950212,683
"432_2",263,52.0612472914689,-67.967561031342,683
"432_2",264,52.2428394609515,-70.1014391936405,669
"432_2",265,51.7921339792517,-68.7322323665356,536
"432_2",266,52.009886001064,-70.4041993114199,740
"432_2",267,51.8668414690275,-70.0147979386008,584
"432_2",268,51.7225386531448,-69.9409940988104,545
"432_3",269,52.7892638624292,-67.4058835616676,622
"432_3",270,52.3607447763342,-67.1076053803706,536
"432_3",271,52.4091699580785,-67.962950726726,817
"432_3",272,52.3122035676627,-69.0925282663118,647
"432_3",273,52.0449714627008,-68.133037576637,650
"432_3",274,52.3915209785627,-69.5660015037112,646
"432_3",275,52.2869423665359,-69.2877657123006,607
"432_3",276,52.179439874828,-69.3866512389902,664
"432_3",277,51.3764117918145,-68.8688432152308,439
"432_3",278,51.4410860199166,-70.4024122172768,687
"432_4",279,52.7269072317525,-67.6309091661265,633
"432_4",280,52.7662506834704,-69.6021173069778,603
"432_4",281,52.4962794694855,-69.4650986659308,699
"432_4",282,51.7044163969357,-66.7429696478855,687
"432_4",283,51.6045008355706,-66.5085225892238,637
"432_4",284,51.8942223486569,-69.0281581822317,520
"432_4",285,51.7737970411013,-68.7012504521582,569
"432_4",286,51.9413970717484,-70.4731003999568,643
"432_4",287,51.5896632530914,-69.2750866235147,495
"432_4",288,51.1002303748464,-68.6556282658945,391
"432_5",289,53.0305319936089,-67.4702261336067,613
"432_5",290,52.7062187003193,-66.927508343551,599
"432_5",291,52.6740579895495,-67.1758275272207,642
"432_5",292,52.8084428218451,-68.9065745515015,648
"432_5",293,52.7745143389671,-69.9259629230637,644
"432_5",294,52.4707414005313,-68.7936486673518,700
"432_5",295,52.6416643593165,-69.9074230550495,556
"432_5",296,52.1189444291277,-68.5840239785456,484
"432_5",297,51.999334541232,-68.5367662443764,525
"432_5",298,51.3291850726841,-69.986389212498,584
"433_1",649,50.8617302082889,-70.6125712985272,513
"433_1",650,50.9862921586944,-71.9619344814677,678
"433_1",651,50.8327278643754,-73.0930197193287,453
"433_1",652,50.7797551434903,-72.8612941161677,522
"433_1",653,50.4936829854219,-72.820416604485,492
"433_1",654,50.0963486658447,-73.6959365183279,446
"433_1",655,49.8990075463953,-73.436051476327,458
"433_1",656,49.52031233669,-73.358557703347,379
"433_1",657,49.2568104884088,-73.2420466537464,430
"433_1",658,49.2493223850183,-73.6542755862223,447
"433_2",659,51.0086006124815,-71.0789829838685,631
"433_2",660,50.8395920666973,-70.7075565760373,536
"433_2",661,50.7770136320188,-72.9121931065811,586
"433_2",662,50.0977523933149,-72.6183435052085,640
"433_2",663,50.0645661760212,-73.5757409422567,535
"433_2",664,49.9828916203501,-73.6163775091146,463
"433_2",665,49.6352413193162,-73.3179778862934,333
"433_2",666,49.4086001272627,-73.052881678661,354
"433_2",667,49.462237591763,-73.3864292597693,353
"433_2",668,49.4969601881871,-74.2165127901073,404
"433_3",669,51.153782029932,-71.4906208681681,489
"433_3",670,51.0365045951437,-71.9087080865832,594
"433_3",671,50.9886492197463,-71.7801630855983,564
"433_3",672,50.8685256466633,-72.3417413736071,527
"433_3",673,50.6340532527869,-72.0765909836346,503
"433_3",674,50.3627552410808,-73.4123493631883,464
"433_3",675,50.2281182850481,-73.2101056738532,439
"433_3",676,50.1114932758875,-73.1406156226677,412
"433_3",677,49.7515804625705,-74.0979270786792,440
"433_3",678,49.7111785981029,-74.1522110143338,410
"433_4",679,51.5430857224532,-71.162466872881,547
"433_4",680,51.5371479501078,-71.3575507590213,535
"433_4",681,50.8092268111479,-71.1379262887343,474
"433_4",682,50.6789626304761,-71.5928581269622,548
"433_4",683,50.692852622156,-72.641891576458,515
"433_4",684,50.4549670709426,-73.1847903531928,465
"433_4",685,49.9911296717587,-73.2111177912808,431
"433_4",686,49.9337702665337,-73.3577556703727,394
"433_4",687,49.669980397436,-73.7111819086033,424
"433_4",688,49.4519988658758,-73.8018008840706,432
"433_5",689,51.6890389318882,-70.8344036473408,672
"433_5",690,51.5599209789788,-71.8774454949457,654
"433_5",691,50.7854395353022,-70.7918312685198,508
"433_5",692,50.6350930855104,-70.7753479959747,509
"433_5",693,50.8848048138024,-72.145028207086,618
"433_5",694,50.7716663909353,-72.055780447903,554
"433_5",695,50.8177790639547,-72.5162551892883,512
"433_5",696,50.4564244480558,-71.545117887342,680
"433_5",697,50.6958955073977,-72.8523786257611,485
"433_5",698,50.7506459203706,-73.3248733233852,434
"434_1",699,50.8044738720184,-66.4727425839198,546
"434_1",700,51.1164961566858,-67.6938547682619,542
"434_1",701,50.5725538536449,-66.9229023939064,407
"434_1",702,50.4287332915895,-66.5318630889097,454
"434_1",703,50.5492502309432,-67.1871176229771,416
"434_1",704,50.5277810861296,-67.5272957179209,653
"434_1",705,50.381872040384,-67.1612460072437,314
"434_1",706,50.405749922541,-67.4089376380632,483
"434_1",707,50.3598733472622,-67.4810493667047,539
"434_1",708,49.5693133245721,-67.3395767444924,204
"434_2",709,51.459096144038,-65.7160928959592,623
"434_2",710,51.1653208342259,-65.6581886212399,771
"434_2",711,51.5724798970939,-67.0449151014492,885
"434_2",712,51.5033260148744,-67.2453961041342,754
"434_2",713,50.987071022665,-65.6783771451481,788
"434_2",714,51.3308306087344,-67.3657281258207,572
"434_2",715,50.3952411356238,-66.1959201780554,184
"434_2",716,50.5326154674016,-67.3831542159452,635
"434_2",717,50.5015038831818,-67.3706193041526,745
"434_2",718,50.2937434090106,-66.7618469382221,340
"434_3",719,51.4776036606966,-66.4127709774216,737
"434_3",720,51.4000249215577,-66.3559070261792,672
"434_3",721,51.4014080761703,-67.1534072710034,778
"434_3",722,51.1612927210161,-68.0331974874067,463
"434_3",723,50.9708866989926,-67.6811202024788,332
"434_3",724,51.0252892238501,-68.0005380561644,869
"434_3",725,50.6033202956436,-66.8921965419067,481
"434_3",726,50.2462335196555,-66.1209697649659,46
"434_3",727,50.2235466530021,-66.1930314155429,53
"434_3",728,50.5462501887823,-67.4631412326128,538
"434_4",729,51.7535941522005,-67.6898978887894,825
"434_4",730,51.6880158461264,-67.8986164259289,894
"434_4",731,51.1184798421858,-66.036160116033,588
"434_4",732,51.0009608698534,-66.0474528851016,491
"434_4",733,51.5635113458236,-67.9692714265737,953
"434_4",734,51.122675283542,-68.0372034923521,562
"434_4",735,50.1138138699014,-66.852105673049,127
"434_4",736,49.9410039319652,-67.252964038956,263
"434_4",737,50.0148205760211,-67.6085854190146,517
"434_4",738,49.3484312603528,-67.4053789397095,70
"434_5",739,51.139961227027,-65.6822438067964,720
"434_5",740,51.3350004168596,-66.373941203345,650
"434_5",741,51.2935517141513,-66.3617281731121,560
"434_5",742,51.2863083691454,-66.3793496343086,569
"434_5",743,51.3375049703688,-67.3887003834039,610
"434_5",744,51.2068451382076,-67.540669265801,471
"434_5",745,51.1224280594624,-67.3447932332337,686
"434_5",746,51.1708078860346,-68.0579858403004,501
"434_5",747,50.6295549092464,-66.3525193671761,594
"434_5",748,50.2964677934959,-67.1924818270462,275
"435_1",749,51.6491185282185,-70.5377902868522,664
"435_1",750,51.3109276322962,-69.8692596792637,582
"435_1",751,51.0730872907854,-69.3247400579689,460
"435_1",752,51.221483231755,-70.3188382788754,806
"435_1",753,50.9294380982146,-69.623997996679,869
"435_1",754,50.9369063529245,-69.9490686110714,693
"435_1",755,50.9928356540759,-70.3428778494738,547
"435_1",756,50.629549046548,-69.4947109854513,701
"435_1",757,50.5709438085898,-69.7609485374178,688
"435_1",758,50.4032607156044,-70.2647855717692,501
"435_2",759,51.6686265403795,-70.5959230060425,785
"435_2",760,51.517579991585,-70.9010561147382,755
"435_2",761,51.3345823452124,-70.39742197381,792
"435_2",762,51.3395782614591,-70.8038463062975,538
"435_2",763,51.067282207275,-69.7734606018115,878
"435_2",764,51.0550254432864,-70.2521129496218,750
"435_2",765,51.0317485856305,-70.399107584001,742
"435_2",766,50.9326251366745,-70.0449347026944,631
"435_2",767,50.9288570392511,-70.1055236146226,595
"435_2",768,50.6475417320596,-69.9108875418656,801
"435_3",769,51.2358311922873,-69.4728975498322,522
"435_3",770,51.3435704019658,-70.0512775894529,592
"435_3",771,51.2628081134421,-69.9481716806954,726
"435_3",772,51.4477386716137,-70.8362004787059,629
"435_3",773,51.1330865283174,-70.0338110532185,669
"435_3",774,51.2604310552375,-70.7025847742763,525
"435_3",775,50.7435591916989,-69.8478727858717,707
"435_3",776,50.6849484618958,-69.6277903637353,702
"435_3",777,50.756249016146,-69.9515420217165,830
"435_3",778,50.6524050134159,-69.8460500591713,784
"435_4",779,51.3418083781598,-70.4161627392726,827
"435_4",780,51.1345731658302,-69.6193171818252,598
"435_4",781,50.9734784124985,-69.1386016726594,691
"435_4",782,51.2889385441261,-70.4582708985182,867
"435_4",783,50.9270050945234,-69.4311911094114,727
"435_4",784,50.8629776630372,-69.3032059137695,528
"435_4",785,50.6650899869742,-69.6911374563039,704
"435_4",786,50.6226728774954,-69.9002119497539,741
"435_4",787,50.4546830871556,-69.6837216296202,601
"435_4",788,50.5049626996751,-70.5056174262409,573
"435_5",789,51.5533071126567,-70.6431171049698,669
"435_5",790,50.8383277830041,-69.2848737034448,581
"435_5",791,50.898133927085,-69.7186185341353,873
"435_5",792,50.8610108096888,-69.828502802126,765
"435_5",793,50.812519268299,-69.7288684781383,742
"435_5",794,50.7058893188829,-70.1232306377089,586
"435_5",795,50.5918831792434,-69.9318919853021,654
"435_5",796,50.3424702086896,-69.63107171561,601
"435_5",797,50.3657864668279,-70.0481954925286,665
"435_5",798,50.4004867156173,-70.5070236496383,505
"447_5",839,51.7514955902169,-64.8756249697448,842
"447_5",840,51.0221585180708,-63.1400876628673,520
"447_5",841,51.5160220780348,-65.040287206824,664
"447_5",842,50.5495261195841,-62.2482034416957,121
"447_5",843,51.1208338967637,-64.0760572217987,751
"447_5",844,50.7800445818442,-63.55982969272,221
"447_5",845,50.8852922433688,-64.9212427883396,792
"447_5",846,50.7613520200576,-65.309015218871,516
"447_5",847,50.7605223654447,-65.4493653428292,754
"447_5",848,50.5518069851619,-64.8102488421937,289
"436_1",1149,50.6919613704016,-68.5218144062808,544
"436_1",1150,50.3364880873391,-67.9015544448686,359
"436_1",1151,50.3830797223903,-68.2869846550527,504
"436_1",1152,50.4357714886687,-68.5598295145662,416
"436_1",1153,50.339987126302,-68.4831207065699,492
"436_1",1154,50.3150182483655,-68.4386604261628,460
"436_1",1155,50.1458249774729,-68.3479047120233,565
"436_1",1156,49.9726263315085,-68.0306168242643,390
"436_1",1157,49.9329835265739,-68.3378769686349,481
"436_1",1158,49.8262775532469,-68.4647233253954,424
"436_2",1159,50.7202461135549,-68.3149923585925,562
"436_2",1160,50.620845695213,-68.1744692541503,476
"436_2",1161,50.6274777642381,-68.3021911290152,464
"436_2",1162,50.7169433603788,-68.6640389604965,440
"436_2",1163,50.8504906539102,-69.1755368257897,391
"436_2",1164,50.6536637335568,-68.7116543541611,373
"436_2",1165,50.4120124613977,-67.9139140415016,511
"436_2",1166,50.4613608685247,-68.6156420314,497
"436_2",1167,50.0869523567076,-68.1004613979542,510
"436_2",1168,50.3320550005709,-69.4386868251665,608
"436_3",1169,50.814336014378,-68.6588799571044,518
"436_3",1170,50.7263569404091,-69.2440628293391,471
"436_3",1171,50.2262174056401,-67.8210602308059,539
"436_3",1172,50.2892084954296,-68.0549594647559,361
"436_3",1173,50.2516849158018,-68.7825876831292,571
"436_3",1174,49.9002900426024,-67.7667848020728,446
"436_3",1175,50.0026312793981,-68.4084996082964,439
