"","ECODISTRICT","landtype","mean_AWC","mean_MTN.T.ha","mean_pH","ECODIST_LANDTYPE"
"379",648,4,8.3402537831977,0.0694527975958912,6.58710751089447,"648_4"
"380",648,5,5.16183545299604,0.0362671724002635,6.59562168607147,"648_5"
"386",650,1,7.4158853677288,0.0604229383781041,5.8534755223671,"650_1"
"387",650,2,4.64722385619195,0.0347768747766724,5.86175819514843,"650_2"
"388",650,3,6.11549863802307,0.0482976109275981,5.85315733643028,"650_3"
"389",650,4,8.77162121054162,0.0718953903809325,5.89102224139857,"650_4"
"390",650,5,10.3700422798263,0.0834935945764489,5.92575185932176,"650_5"
"521",678,1,8.73280873010122,0.0715057841896371,6.03910311292021,"678_1"
"522",678,2,10.4279877274082,0.0827404267438132,6.11050482390984,"678_2"
"523",678,3,7.27031630365741,0.0636255811376042,6.00616323563873,"678_3"
"524",678,4,4.77413221492681,0.0450521745713618,5.96501198133496,"678_4"
"525",678,5,6.05519752645217,0.0555536416120767,5.9909789104451,"678_5"
"526",679,1,6.50630287180397,0.0509953924192255,5.9559865663477,"679_1"
"527",679,2,7.82682316584127,0.0624275613200106,5.95513971496708,"679_2"
"528",679,3,11.058658058441,0.0881463922940022,5.97985731607216,"679_3"
"529",679,4,5.03529027287778,0.0378362134561814,5.94679318184887,"679_4"
"530",679,5,9.28705263277125,0.0732990706995001,5.96762629275052,"679_5"
"536",681,1,7.83561533573501,0.0624689984114774,6.41835208314188,"681_1"
"537",681,2,10.6970967843991,0.0951077257916321,6.42530866022463,"681_2"
"538",681,3,5.28312685178677,0.0405128111483886,6.42446811757189,"681_3"
"539",681,4,6.54780498485834,0.052250256026337,6.43837721724259,"681_4"
"540",681,5,9.15420828651605,0.0741985241986177,6.46619720056023,"681_5"
